,experiment,component,rules,clauses_per_rule,total_clauses,test_case_number,delay_ms
3723,test_40_12,test_runner,40,12,480,25,681.0
3724,test_60_8,test_runner,60,8,480,25,693.0
3725,test_30_16,test_runner,30,16,480,26,700.0
3726,test_40_12,test_runner,40,12,480,26,687.0
3727,test_60_8,test_runner,60,8,480,26,683.0
3728,test_30_16,test_runner,30,16,480,27,713.0
3729,test_40_12,test_runner,40,12,480,27,692.0
3730,test_60_8,test_runner,60,8,480,27,679.0
3731,test_30_16,test_runner,30,16,480,28,710.0
3732,test_40_12,test_runner,40,12,480,28,678.0
3733,test_60_8,test_runner,60,8,480,28,684.0
3734,test_30_16,test_runner,30,16,480,29,709.0
3735,test_40_12,test_runner,40,12,480,29,702.0
3736,test_60_8,test_runner,60,8,480,29,687.0
3737,test_30_16,test_runner,30,16,480,30,706.0
3738,test_40_12,test_runner,40,12,480,30,687.0
3739,test_60_8,test_runner,60,8,480,30,680.0
3740,test_30_16,test_runner,30,16,480,31,714.0
3741,test_40_12,test_runner,40,12,480,31,687.0
3742,test_60_8,test_runner,60,8,480,31,674.0
3743,test_30_16,test_runner,30,16,480,32,709.0
3744,test_40_12,test_runner,40,12,480,32,691.0
3745,test_60_8,test_runner,60,8,480,32,679.0
3746,test_30_16,test_runner,30,16,480,33,709.0
3747,test_40_12,test_runner,40,12,480,33,686.0
3748,test_60_8,test_runner,60,8,480,33,679.0
3749,test_30_16,test_runner,30,16,480,34,717.0
3750,test_40_12,test_runner,40,12,480,34,694.0
3751,test_60_8,test_runner,60,8,480,34,702.0
3752,test_30_16,test_runner,30,16,480,35,713.0
3753,test_40_12,test_runner,40,12,480,35,688.0
3754,test_60_8,test_runner,60,8,480,35,675.0
3755,test_30_16,test_runner,30,16,480,36,692.0
3756,test_40_12,test_runner,40,12,480,36,695.0
3757,test_60_8,test_runner,60,8,480,36,689.0
3758,test_30_16,test_runner,30,16,480,37,703.0
3759,test_40_12,test_runner,40,12,480,37,684.0
3760,test_60_8,test_runner,60,8,480,37,673.0
3761,test_30_16,test_runner,30,16,480,38,729.0
3762,test_40_12,test_runner,40,12,480,38,684.0
3763,test_60_8,test_runner,60,8,480,38,684.0
3764,test_30_16,test_runner,30,16,480,39,704.0
3765,test_40_12,test_runner,40,12,480,39,696.0
3766,test_60_8,test_runner,60,8,480,39,699.0
3767,test_30_16,test_runner,30,16,480,40,701.0
3768,test_40_12,test_runner,40,12,480,40,689.0
3769,test_60_8,test_runner,60,8,480,40,685.0
3770,test_30_16,test_runner,30,16,480,41,706.0
3771,test_40_12,test_runner,40,12,480,41,682.0
3772,test_60_8,test_runner,60,8,480,41,683.0
3773,test_30_16,test_runner,30,16,480,42,691.0
3774,test_40_12,test_runner,40,12,480,42,683.0
3775,test_60_8,test_runner,60,8,480,42,676.0
3776,test_30_16,test_runner,30,16,480,43,700.0
3777,test_40_12,test_runner,40,12,480,43,688.0
3778,test_60_8,test_runner,60,8,480,43,670.0
3779,test_30_16,test_runner,30,16,480,44,718.0
3780,test_40_12,test_runner,40,12,480,44,687.0
3781,test_60_8,test_runner,60,8,480,44,671.0
3782,test_30_16,test_runner,30,16,480,45,701.0
3783,test_40_12,test_runner,40,12,480,45,695.0
3784,test_60_8,test_runner,60,8,480,45,675.0
3785,test_30_16,test_runner,30,16,480,46,706.0
3786,test_40_12,test_runner,40,12,480,46,684.0
3787,test_60_8,test_runner,60,8,480,46,677.0
3788,test_30_16,test_runner,30,16,480,47,692.0
3789,test_40_12,test_runner,40,12,480,47,686.0
3790,test_60_8,test_runner,60,8,480,47,675.0
3791,test_30_16,test_runner,30,16,480,48,698.0
3792,test_40_12,test_runner,40,12,480,48,688.0
3793,test_60_8,test_runner,60,8,480,48,673.0
3794,test_30_16,test_runner,30,16,480,49,728.0
3795,test_40_12,test_runner,40,12,480,49,673.0
3796,test_60_8,test_runner,60,8,480,49,676.0
3797,test_30_16,test_runner,30,16,480,50,706.0
3798,test_40_12,test_runner,40,12,480,50,676.0
3799,test_60_8,test_runner,60,8,480,50,673.0
3800,test_35_14,test_runner,35,14,490,1,1268.0
3801,test_35_14,test_runner,35,14,490,2,1196.0
3802,test_35_14,test_runner,35,14,490,3,786.0
3803,test_35_14,test_runner,35,14,490,4,759.0
3804,test_35_14,test_runner,35,14,490,5,754.0
3805,test_35_14,test_runner,35,14,490,6,750.0
3806,test_35_14,test_runner,35,14,490,7,745.0
3807,test_35_14,test_runner,35,14,490,8,737.0
3808,test_35_14,test_runner,35,14,490,9,728.0
3809,test_35_14,test_runner,35,14,490,10,732.0
3810,test_35_14,test_runner,35,14,490,11,735.0
3811,test_35_14,test_runner,35,14,490,12,733.0
3812,test_35_14,test_runner,35,14,490,13,733.0
3813,test_35_14,test_runner,35,14,490,14,735.0
3814,test_35_14,test_runner,35,14,490,15,731.0
3815,test_35_14,test_runner,35,14,490,16,734.0
3816,test_35_14,test_runner,35,14,490,17,736.0
3817,test_35_14,test_runner,35,14,490,18,727.0
3818,test_35_14,test_runner,35,14,490,19,730.0
3819,test_35_14,test_runner,35,14,490,20,731.0
3820,test_35_14,test_runner,35,14,490,21,734.0
3821,test_35_14,test_runner,35,14,490,22,741.0
3822,test_35_14,test_runner,35,14,490,23,740.0
3823,test_35_14,test_runner,35,14,490,24,742.0
3824,test_35_14,test_runner,35,14,490,25,728.0
3825,test_35_14,test_runner,35,14,490,26,740.0
3826,test_35_14,test_runner,35,14,490,27,727.0
3827,test_35_14,test_runner,35,14,490,28,729.0
3828,test_35_14,test_runner,35,14,490,29,733.0
3829,test_35_14,test_runner,35,14,490,30,729.0
3830,test_35_14,test_runner,35,14,490,31,735.0
3831,test_35_14,test_runner,35,14,490,32,729.0
3832,test_35_14,test_runner,35,14,490,33,732.0
3833,test_35_14,test_runner,35,14,490,34,733.0
3834,test_35_14,test_runner,35,14,490,35,735.0
3835,test_35_14,test_runner,35,14,490,36,724.0
3836,test_35_14,test_runner,35,14,490,37,725.0
3837,test_35_14,test_runner,35,14,490,38,744.0
3838,test_35_14,test_runner,35,14,490,39,745.0
3839,test_35_14,test_runner,35,14,490,40,743.0
3840,test_35_14,test_runner,35,14,490,41,726.0
3841,test_35_14,test_runner,35,14,490,42,733.0
3842,test_35_14,test_runner,35,14,490,43,729.0
3843,test_35_14,test_runner,35,14,490,44,728.0
3844,test_35_14,test_runner,35,14,490,45,725.0
3845,test_35_14,test_runner,35,14,490,46,730.0
3846,test_35_14,test_runner,35,14,490,47,722.0
3847,test_35_14,test_runner,35,14,490,48,729.0
3848,test_35_14,test_runner,35,14,490,49,730.0
3849,test_35_14,test_runner,35,14,490,50,732.0
3850,test_25_20,test_runner,25,20,500,1,1601.0
3851,test_50_10,test_runner,50,10,500,1,1230.0
3852,test_25_20,test_runner,25,20,500,2,943.0
3853,test_50_10,test_runner,50,10,500,2,917.0
3854,test_25_20,test_runner,25,20,500,3,858.0
3855,test_50_10,test_runner,50,10,500,3,837.0
3856,test_25_20,test_runner,25,20,500,4,887.0
3857,test_50_10,test_runner,50,10,500,4,790.0
3858,test_25_20,test_runner,25,20,500,5,808.0
3859,test_50_10,test_runner,50,10,500,5,785.0
3860,test_25_20,test_runner,25,20,500,6,822.0
3861,test_50_10,test_runner,50,10,500,6,798.0
3862,test_25_20,test_runner,25,20,500,7,823.0
3863,test_50_10,test_runner,50,10,500,7,752.0
3864,test_25_20,test_runner,25,20,500,8,822.0
3865,test_50_10,test_runner,50,10,500,8,762.0
3866,test_25_20,test_runner,25,20,500,9,810.0
3867,test_50_10,test_runner,50,10,500,9,761.0
3868,test_25_20,test_runner,25,20,500,10,820.0
3869,test_50_10,test_runner,50,10,500,10,762.0
3870,test_25_20,test_runner,25,20,500,11,811.0
3871,test_50_10,test_runner,50,10,500,11,756.0
3872,test_25_20,test_runner,25,20,500,12,814.0
3873,test_50_10,test_runner,50,10,500,12,751.0
3874,test_25_20,test_runner,25,20,500,13,817.0
3875,test_50_10,test_runner,50,10,500,13,751.0
3876,test_25_20,test_runner,25,20,500,14,816.0
3877,test_50_10,test_runner,50,10,500,14,755.0
3878,test_25_20,test_runner,25,20,500,15,825.0
3879,test_50_10,test_runner,50,10,500,15,748.0
3880,test_25_20,test_runner,25,20,500,16,819.0
3881,test_50_10,test_runner,50,10,500,16,749.0
3882,test_25_20,test_runner,25,20,500,17,811.0
3883,test_50_10,test_runner,50,10,500,17,752.0
3884,test_25_20,test_runner,25,20,500,18,816.0
3885,test_50_10,test_runner,50,10,500,18,744.0
3886,test_25_20,test_runner,25,20,500,19,834.0
3887,test_50_10,test_runner,50,10,500,19,751.0
3888,test_25_20,test_runner,25,20,500,20,825.0
3889,test_50_10,test_runner,50,10,500,20,746.0
3890,test_25_20,test_runner,25,20,500,21,825.0
3891,test_50_10,test_runner,50,10,500,21,748.0
3892,test_25_20,test_runner,25,20,500,22,811.0
3893,test_50_10,test_runner,50,10,500,22,750.0
3894,test_25_20,test_runner,25,20,500,23,810.0
3895,test_50_10,test_runner,50,10,500,23,757.0
3896,test_25_20,test_runner,25,20,500,24,820.0
3897,test_50_10,test_runner,50,10,500,24,752.0
3898,test_25_20,test_runner,25,20,500,25,839.0
3899,test_50_10,test_runner,50,10,500,25,753.0
3900,test_25_20,test_runner,25,20,500,26,817.0
3901,test_50_10,test_runner,50,10,500,26,748.0
3902,test_25_20,test_runner,25,20,500,27,815.0
3903,test_50_10,test_runner,50,10,500,27,740.0
3904,test_25_20,test_runner,25,20,500,28,816.0
3905,test_50_10,test_runner,50,10,500,28,741.0
3906,test_25_20,test_runner,25,20,500,29,807.0
3907,test_50_10,test_runner,50,10,500,29,745.0
3908,test_25_20,test_runner,25,20,500,30,816.0
3909,test_50_10,test_runner,50,10,500,30,751.0
3910,test_25_20,test_runner,25,20,500,31,824.0
3911,test_50_10,test_runner,50,10,500,31,743.0
3912,test_25_20,test_runner,25,20,500,32,806.0
3913,test_50_10,test_runner,50,10,500,32,743.0
3914,test_25_20,test_runner,25,20,500,33,801.0
3915,test_50_10,test_runner,50,10,500,33,738.0
3916,test_25_20,test_runner,25,20,500,34,800.0
3917,test_50_10,test_runner,50,10,500,34,746.0
3918,test_25_20,test_runner,25,20,500,35,795.0
3919,test_50_10,test_runner,50,10,500,35,742.0
3920,test_25_20,test_runner,25,20,500,36,803.0
3921,test_50_10,test_runner,50,10,500,36,739.0
3922,test_25_20,test_runner,25,20,500,37,808.0
3923,test_50_10,test_runner,50,10,500,37,736.0
3924,test_25_20,test_runner,25,20,500,38,791.0
3925,test_50_10,test_runner,50,10,500,38,750.0
3926,test_25_20,test_runner,25,20,500,39,789.0
3927,test_50_10,test_runner,50,10,500,39,747.0
3928,test_25_20,test_runner,25,20,500,40,802.0
3929,test_50_10,test_runner,50,10,500,40,744.0
3930,test_25_20,test_runner,25,20,500,41,803.0
3931,test_50_10,test_runner,50,10,500,41,740.0
3932,test_25_20,test_runner,25,20,500,42,797.0
3933,test_50_10,test_runner,50,10,500,42,747.0
3934,test_25_20,test_runner,25,20,500,43,828.0
3935,test_50_10,test_runner,50,10,500,43,757.0
3936,test_25_20,test_runner,25,20,500,44,805.0
3937,test_50_10,test_runner,50,10,500,44,743.0
3938,test_25_20,test_runner,25,20,500,45,797.0
3939,test_50_10,test_runner,50,10,500,45,743.0
3940,test_25_20,test_runner,25,20,500,46,794.0
3941,test_50_10,test_runner,50,10,500,46,750.0
3942,test_25_20,test_runner,25,20,500,47,803.0
3943,test_50_10,test_runner,50,10,500,47,752.0
3944,test_25_20,test_runner,25,20,500,48,792.0
3945,test_50_10,test_runner,50,10,500,48,747.0
3946,test_25_20,test_runner,25,20,500,49,803.0
3947,test_50_10,test_runner,50,10,500,49,752.0
3948,test_25_20,test_runner,25,20,500,50,796.0
3949,test_50_10,test_runner,50,10,500,50,740.0
3950,test_30_18,test_runner,30,18,540,1,1567.0
3951,test_45_12,test_runner,45,12,540,1,1413.0
3952,test_30_18,test_runner,30,18,540,2,1026.0
3953,test_45_12,test_runner,45,12,540,2,1097.0
3954,test_30_18,test_runner,30,18,540,3,972.0
3955,test_45_12,test_runner,45,12,540,3,982.0
3956,test_30_18,test_runner,30,18,540,4,980.0
3957,test_45_12,test_runner,45,12,540,4,969.0
3958,test_30_18,test_runner,30,18,540,5,945.0
3959,test_45_12,test_runner,45,12,540,5,925.0
3960,test_30_18,test_runner,30,18,540,6,939.0
3961,test_45_12,test_runner,45,12,540,6,921.0
3962,test_30_18,test_runner,30,18,540,7,944.0
3963,test_45_12,test_runner,45,12,540,7,909.0
3964,test_30_18,test_runner,30,18,540,8,933.0
3965,test_45_12,test_runner,45,12,540,8,911.0
3966,test_30_18,test_runner,30,18,540,9,924.0
3967,test_45_12,test_runner,45,12,540,9,915.0
3968,test_30_18,test_runner,30,18,540,10,954.0
3969,test_45_12,test_runner,45,12,540,10,918.0
3970,test_30_18,test_runner,30,18,540,11,926.0
3971,test_45_12,test_runner,45,12,540,11,916.0
3972,test_30_18,test_runner,30,18,540,12,923.0
3973,test_45_12,test_runner,45,12,540,12,919.0
3974,test_30_18,test_runner,30,18,540,13,930.0
3975,test_45_12,test_runner,45,12,540,13,923.0
3976,test_30_18,test_runner,30,18,540,14,917.0
3977,test_45_12,test_runner,45,12,540,14,907.0
3978,test_30_18,test_runner,30,18,540,15,928.0
3979,test_45_12,test_runner,45,12,540,15,904.0
3980,test_30_18,test_runner,30,18,540,16,918.0
3981,test_45_12,test_runner,45,12,540,16,912.0
3982,test_30_18,test_runner,30,18,540,17,924.0
3983,test_45_12,test_runner,45,12,540,17,905.0
3984,test_30_18,test_runner,30,18,540,18,931.0
3985,test_45_12,test_runner,45,12,540,18,908.0
3986,test_30_18,test_runner,30,18,540,19,925.0
3987,test_45_12,test_runner,45,12,540,19,907.0
3988,test_30_18,test_runner,30,18,540,20,927.0
3989,test_45_12,test_runner,45,12,540,20,906.0
3990,test_30_18,test_runner,30,18,540,21,930.0
3991,test_45_12,test_runner,45,12,540,21,903.0
3992,test_30_18,test_runner,30,18,540,22,927.0
3993,test_45_12,test_runner,45,12,540,22,902.0
3994,test_30_18,test_runner,30,18,540,23,918.0
3995,test_45_12,test_runner,45,12,540,23,893.0
3996,test_30_18,test_runner,30,18,540,24,923.0
3997,test_45_12,test_runner,45,12,540,24,904.0
3998,test_30_18,test_runner,30,18,540,25,918.0
3999,test_45_12,test_runner,45,12,540,25,904.0
4000,test_30_18,test_runner,30,18,540,26,916.0
4001,test_45_12,test_runner,45,12,540,26,896.0
4002,test_30_18,test_runner,30,18,540,27,912.0
4003,test_45_12,test_runner,45,12,540,27,900.0
4004,test_30_18,test_runner,30,18,540,28,920.0
4005,test_45_12,test_runner,45,12,540,28,902.0
4006,test_30_18,test_runner,30,18,540,29,934.0
4007,test_45_12,test_runner,45,12,540,29,921.0
4008,test_30_18,test_runner,30,18,540,30,918.0
4009,test_45_12,test_runner,45,12,540,30,913.0
4010,test_30_18,test_runner,30,18,540,31,947.0
4011,test_45_12,test_runner,45,12,540,31,909.0
4012,test_30_18,test_runner,30,18,540,32,912.0
4013,test_45_12,test_runner,45,12,540,32,905.0
4014,test_30_18,test_runner,30,18,540,33,917.0
4015,test_45_12,test_runner,45,12,540,33,914.0
4016,test_30_18,test_runner,30,18,540,34,921.0
4017,test_45_12,test_runner,45,12,540,34,911.0
4018,test_30_18,test_runner,30,18,540,35,914.0
4019,test_45_12,test_runner,45,12,540,35,916.0
4020,test_30_18,test_runner,30,18,540,36,910.0
4021,test_45_12,test_runner,45,12,540,36,920.0
4022,test_30_18,test_runner,30,18,540,37,920.0
4023,test_45_12,test_runner,45,12,540,37,908.0
4024,test_30_18,test_runner,30,18,540,38,911.0
4025,test_45_12,test_runner,45,12,540,38,900.0
4026,test_30_18,test_runner,30,18,540,39,928.0
4027,test_45_12,test_runner,45,12,540,39,904.0
4028,test_30_18,test_runner,30,18,540,40,920.0
4029,test_45_12,test_runner,45,12,540,40,906.0
4030,test_30_18,test_runner,30,18,540,41,924.0
4031,test_45_12,test_runner,45,12,540,41,899.0
4032,test_30_18,test_runner,30,18,540,42,911.0
4033,test_45_12,test_runner,45,12,540,42,905.0
4034,test_30_18,test_runner,30,18,540,43,913.0
4035,test_45_12,test_runner,45,12,540,43,899.0
4036,test_30_18,test_runner,30,18,540,44,922.0
4037,test_45_12,test_runner,45,12,540,44,898.0
4038,test_30_18,test_runner,30,18,540,45,931.0
4039,test_45_12,test_runner,45,12,540,45,883.0
4040,test_30_18,test_runner,30,18,540,46,900.0
4041,test_45_12,test_runner,45,12,540,46,901.0
4042,test_30_18,test_runner,30,18,540,47,918.0
4043,test_45_12,test_runner,45,12,540,47,890.0
4044,test_30_18,test_runner,30,18,540,48,911.0
4045,test_45_12,test_runner,45,12,540,48,894.0
4046,test_30_18,test_runner,30,18,540,49,915.0
4047,test_45_12,test_runner,45,12,540,49,894.0
4048,test_30_18,test_runner,30,18,540,50,922.0
4049,test_45_12,test_runner,45,12,540,50,898.0
4050,test_55_10,test_runner,55,10,550,1,1440.0
4051,test_55_10,test_runner,55,10,550,2,1077.0
4052,test_55_10,test_runner,55,10,550,3,1017.0
4053,test_55_10,test_runner,55,10,550,4,953.0
4054,test_55_10,test_runner,55,10,550,5,949.0
4055,test_55_10,test_runner,55,10,550,6,948.0
4056,test_55_10,test_runner,55,10,550,7,951.0
4057,test_55_10,test_runner,55,10,550,8,944.0
4058,test_55_10,test_runner,55,10,550,9,938.0
4059,test_55_10,test_runner,55,10,550,10,947.0
4060,test_55_10,test_runner,55,10,550,11,929.0
4061,test_55_10,test_runner,55,10,550,12,937.0
4062,test_55_10,test_runner,55,10,550,13,936.0
4063,test_55_10,test_runner,55,10,550,14,939.0
4064,test_55_10,test_runner,55,10,550,15,929.0
4065,test_55_10,test_runner,55,10,550,16,930.0
4066,test_55_10,test_runner,55,10,550,17,938.0
4067,test_55_10,test_runner,55,10,550,18,936.0
4068,test_55_10,test_runner,55,10,550,19,933.0
4069,test_55_10,test_runner,55,10,550,20,935.0
4070,test_55_10,test_runner,55,10,550,21,937.0
4071,test_55_10,test_runner,55,10,550,22,934.0
4072,test_55_10,test_runner,55,10,550,23,930.0
4073,test_55_10,test_runner,55,10,550,24,922.0
4074,test_55_10,test_runner,55,10,550,25,939.0
4075,test_55_10,test_runner,55,10,550,26,931.0
4076,test_55_10,test_runner,55,10,550,27,928.0
4077,test_55_10,test_runner,55,10,550,28,924.0
4078,test_55_10,test_runner,55,10,550,29,932.0
4079,test_55_10,test_runner,55,10,550,30,931.0
4080,test_55_10,test_runner,55,10,550,31,931.0
4081,test_55_10,test_runner,55,10,550,32,922.0
4082,test_55_10,test_runner,55,10,550,33,928.0
4083,test_55_10,test_runner,55,10,550,34,938.0
4084,test_55_10,test_runner,55,10,550,35,930.0
4085,test_55_10,test_runner,55,10,550,36,921.0
4086,test_55_10,test_runner,55,10,550,37,924.0
4087,test_55_10,test_runner,55,10,550,38,931.0
4088,test_55_10,test_runner,55,10,550,39,944.0
4089,test_55_10,test_runner,55,10,550,40,926.0
4090,test_55_10,test_runner,55,10,550,41,921.0
4091,test_55_10,test_runner,55,10,550,42,928.0
4092,test_55_10,test_runner,55,10,550,43,939.0
4093,test_55_10,test_runner,55,10,550,44,924.0
4094,test_55_10,test_runner,55,10,550,45,919.0
4095,test_55_10,test_runner,55,10,550,46,928.0
4096,test_55_10,test_runner,55,10,550,47,933.0
4097,test_55_10,test_runner,55,10,550,48,925.0
4098,test_55_10,test_runner,55,10,550,49,924.0
4099,test_55_10,test_runner,55,10,550,50,925.0
4100,test_35_16,test_runner,35,16,560,1,1640.0
4101,test_40_14,test_runner,40,14,560,1,1560.0
4102,test_35_16,test_runner,35,16,560,2,1101.0
4103,test_40_14,test_runner,40,14,560,2,1110.0
4104,test_35_16,test_runner,35,16,560,3,1106.0
4105,test_40_14,test_runner,40,14,560,3,1063.0
4106,test_35_16,test_runner,35,16,560,4,1014.0
4107,test_40_14,test_runner,40,14,560,4,1052.0
4108,test_35_16,test_runner,35,16,560,5,982.0
4109,test_40_14,test_runner,40,14,560,5,996.0
4110,test_35_16,test_runner,35,16,560,6,1008.0
4111,test_40_14,test_runner,40,14,560,6,974.0
4112,test_35_16,test_runner,35,16,560,7,987.0
4113,test_40_14,test_runner,40,14,560,7,976.0
4114,test_35_16,test_runner,35,16,560,8,987.0
4115,test_40_14,test_runner,40,14,560,8,969.0
4116,test_35_16,test_runner,35,16,560,9,979.0
4117,test_40_14,test_runner,40,14,560,9,967.0
4118,test_35_16,test_runner,35,16,560,10,984.0
4119,test_40_14,test_runner,40,14,560,10,962.0
4120,test_35_16,test_runner,35,16,560,11,978.0
4121,test_40_14,test_runner,40,14,560,11,966.0
4122,test_35_16,test_runner,35,16,560,12,987.0
4123,test_40_14,test_runner,40,14,560,12,969.0
4124,test_35_16,test_runner,35,16,560,13,973.0
4125,test_40_14,test_runner,40,14,560,13,962.0
4126,test_35_16,test_runner,35,16,560,14,977.0
4127,test_40_14,test_runner,40,14,560,14,973.0
4128,test_35_16,test_runner,35,16,560,15,979.0
4129,test_40_14,test_runner,40,14,560,15,969.0
4130,test_35_16,test_runner,35,16,560,16,989.0
4131,test_40_14,test_runner,40,14,560,16,972.0
4132,test_35_16,test_runner,35,16,560,17,968.0
4133,test_40_14,test_runner,40,14,560,17,970.0
4134,test_35_16,test_runner,35,16,560,18,980.0
4135,test_40_14,test_runner,40,14,560,18,967.0
4136,test_35_16,test_runner,35,16,560,19,975.0
4137,test_40_14,test_runner,40,14,560,19,975.0
4138,test_35_16,test_runner,35,16,560,20,980.0
4139,test_40_14,test_runner,40,14,560,20,971.0
4140,test_35_16,test_runner,35,16,560,21,975.0
4141,test_40_14,test_runner,40,14,560,21,968.0
4142,test_35_16,test_runner,35,16,560,22,973.0
4143,test_40_14,test_runner,40,14,560,22,953.0
4144,test_35_16,test_runner,35,16,560,23,986.0
4145,test_40_14,test_runner,40,14,560,23,963.0
4146,test_35_16,test_runner,35,16,560,24,973.0
4147,test_40_14,test_runner,40,14,560,24,962.0
4148,test_35_16,test_runner,35,16,560,25,974.0
4149,test_40_14,test_runner,40,14,560,25,972.0
4150,test_35_16,test_runner,35,16,560,26,961.0
4151,test_40_14,test_runner,40,14,560,26,979.0
4152,test_35_16,test_runner,35,16,560,27,973.0
4153,test_40_14,test_runner,40,14,560,27,961.0
4154,test_35_16,test_runner,35,16,560,28,973.0
4155,test_40_14,test_runner,40,14,560,28,966.0
4156,test_35_16,test_runner,35,16,560,29,968.0
4157,test_40_14,test_runner,40,14,560,29,961.0
4158,test_35_16,test_runner,35,16,560,30,962.0
4159,test_40_14,test_runner,40,14,560,30,974.0
4160,test_35_16,test_runner,35,16,560,31,971.0
4161,test_40_14,test_runner,40,14,560,31,963.0
4162,test_35_16,test_runner,35,16,560,32,964.0
4163,test_40_14,test_runner,40,14,560,32,955.0
4164,test_35_16,test_runner,35,16,560,33,976.0
4165,test_40_14,test_runner,40,14,560,33,978.0
4166,test_35_16,test_runner,35,16,560,34,994.0
4167,test_40_14,test_runner,40,14,560,34,973.0
4168,test_35_16,test_runner,35,16,560,35,965.0
4169,test_40_14,test_runner,40,14,560,35,963.0
4170,test_35_16,test_runner,35,16,560,36,967.0
4171,test_40_14,test_runner,40,14,560,36,977.0
4172,test_35_16,test_runner,35,16,560,37,973.0
4173,test_40_14,test_runner,40,14,560,37,964.0
4174,test_35_16,test_runner,35,16,560,38,967.0
4175,test_40_14,test_runner,40,14,560,38,952.0
4176,test_35_16,test_runner,35,16,560,39,963.0
4177,test_40_14,test_runner,40,14,560,39,958.0
4178,test_35_16,test_runner,35,16,560,40,964.0
4179,test_40_14,test_runner,40,14,560,40,955.0
4180,test_35_16,test_runner,35,16,560,41,977.0
4181,test_40_14,test_runner,40,14,560,41,955.0
4182,test_35_16,test_runner,35,16,560,42,967.0
4183,test_40_14,test_runner,40,14,560,42,966.0
4184,test_35_16,test_runner,35,16,560,43,974.0
4185,test_40_14,test_runner,40,14,560,43,963.0
4186,test_35_16,test_runner,35,16,560,44,955.0
4187,test_40_14,test_runner,40,14,560,44,970.0
4188,test_35_16,test_runner,35,16,560,45,963.0
4189,test_40_14,test_runner,40,14,560,45,968.0
4190,test_35_16,test_runner,35,16,560,46,970.0
4191,test_40_14,test_runner,40,14,560,46,958.0
4192,test_35_16,test_runner,35,16,560,47,975.0
4193,test_40_14,test_runner,40,14,560,47,951.0
4194,test_35_16,test_runner,35,16,560,48,969.0
4195,test_40_14,test_runner,40,14,560,48,958.0
4196,test_35_16,test_runner,35,16,560,49,969.0
4197,test_40_14,test_runner,40,14,560,49,948.0
4198,test_35_16,test_runner,35,16,560,50,964.0
4199,test_40_14,test_runner,40,14,560,50,949.0
4200,test_30_20,test_runner,30,20,600,1,1871.0
4201,test_50_12,test_runner,50,12,600,1,1689.0
4202,test_60_10,test_runner,60,10,600,1,1659.0
4203,test_30_20,test_runner,30,20,600,2,1303.0
4204,test_50_12,test_runner,50,12,600,2,1309.0
4205,test_60_10,test_runner,60,10,600,2,1328.0
4206,test_30_20,test_runner,30,20,600,3,1203.0
4207,test_50_12,test_runner,50,12,600,3,1214.0
4208,test_60_10,test_runner,60,10,600,3,1253.0
4209,test_30_20,test_runner,30,20,600,4,1184.0
4210,test_50_12,test_runner,50,12,600,4,1140.0
4211,test_60_10,test_runner,60,10,600,4,1136.0
4212,test_30_20,test_runner,30,20,600,5,1181.0
4213,test_50_12,test_runner,50,12,600,5,1140.0
4214,test_60_10,test_runner,60,10,600,5,1123.0
4215,test_30_20,test_runner,30,20,600,6,1177.0
4216,test_50_12,test_runner,50,12,600,6,1128.0
4217,test_60_10,test_runner,60,10,600,6,1110.0
4218,test_30_20,test_runner,30,20,600,7,1181.0
4219,test_50_12,test_runner,50,12,600,7,1114.0
4220,test_60_10,test_runner,60,10,600,7,1119.0
4221,test_30_20,test_runner,30,20,600,8,1178.0
4222,test_50_12,test_runner,50,12,600,8,1122.0
4223,test_60_10,test_runner,60,10,600,8,1105.0
4224,test_30_20,test_runner,30,20,600,9,1182.0
4225,test_50_12,test_runner,50,12,600,9,1124.0
4226,test_60_10,test_runner,60,10,600,9,1111.0
4227,test_30_20,test_runner,30,20,600,10,1176.0
4228,test_50_12,test_runner,50,12,600,10,1139.0
4229,test_60_10,test_runner,60,10,600,10,1110.0
4230,test_30_20,test_runner,30,20,600,11,1164.0
4231,test_50_12,test_runner,50,12,600,11,1136.0
4232,test_60_10,test_runner,60,10,600,11,1106.0
4233,test_30_20,test_runner,30,20,600,12,1165.0
4234,test_50_12,test_runner,50,12,600,12,1141.0
4235,test_60_10,test_runner,60,10,600,12,1118.0
4236,test_30_20,test_runner,30,20,600,13,1164.0
4237,test_50_12,test_runner,50,12,600,13,1130.0
4238,test_60_10,test_runner,60,10,600,13,1099.0
4239,test_30_20,test_runner,30,20,600,14,1173.0
4240,test_50_12,test_runner,50,12,600,14,1121.0
4241,test_60_10,test_runner,60,10,600,14,1110.0
4242,test_30_20,test_runner,30,20,600,15,1164.0
4243,test_50_12,test_runner,50,12,600,15,1132.0
4244,test_60_10,test_runner,60,10,600,15,1106.0
4245,test_30_20,test_runner,30,20,600,16,1165.0
4246,test_50_12,test_runner,50,12,600,16,1131.0
4247,test_60_10,test_runner,60,10,600,16,1107.0
4248,test_30_20,test_runner,30,20,600,17,1168.0
4249,test_50_12,test_runner,50,12,600,17,1141.0
4250,test_60_10,test_runner,60,10,600,17,1105.0
4251,test_30_20,test_runner,30,20,600,18,1168.0
4252,test_50_12,test_runner,50,12,600,18,1136.0
4253,test_60_10,test_runner,60,10,600,18,1103.0
4254,test_30_20,test_runner,30,20,600,19,1161.0
4255,test_50_12,test_runner,50,12,600,19,1145.0
4256,test_60_10,test_runner,60,10,600,19,1108.0
