,experiment,component,rules,clauses_per_rule,total_clauses,test_case_number,delay_ms
6929,test_20_8,enforcer,20,8,160,27,80.88
6930,test_40_4,enforcer,40,4,160,27,69.24
6931,test_10_16,enforcer,10,16,160,28,92.81
6932,test_20_8,enforcer,20,8,160,28,83.55
6933,test_40_4,enforcer,40,4,160,28,68.98
6934,test_10_16,enforcer,10,16,160,29,95.94
6935,test_20_8,enforcer,20,8,160,29,82.62
6936,test_40_4,enforcer,40,4,160,29,96.86
6937,test_10_16,enforcer,10,16,160,30,97.11
6938,test_20_8,enforcer,20,8,160,30,88.43
6939,test_40_4,enforcer,40,4,160,30,84.03
6940,test_10_16,enforcer,10,16,160,31,94.03
6941,test_20_8,enforcer,20,8,160,31,77.97
6942,test_40_4,enforcer,40,4,160,31,68.78
6943,test_10_16,enforcer,10,16,160,32,95.53
6944,test_20_8,enforcer,20,8,160,32,80.51
6945,test_40_4,enforcer,40,4,160,32,74.02
6946,test_10_16,enforcer,10,16,160,33,94.34
6947,test_20_8,enforcer,20,8,160,33,84.84
6948,test_40_4,enforcer,40,4,160,33,68.54
6949,test_10_16,enforcer,10,16,160,34,97.65
6950,test_20_8,enforcer,20,8,160,34,79.87
6951,test_40_4,enforcer,40,4,160,34,69.89
6952,test_10_16,enforcer,10,16,160,35,95.12
6953,test_20_8,enforcer,20,8,160,35,80.13
6954,test_40_4,enforcer,40,4,160,35,71.98
6955,test_10_16,enforcer,10,16,160,36,95.38
6956,test_20_8,enforcer,20,8,160,36,81.79
6957,test_40_4,enforcer,40,4,160,36,71.19
6958,test_10_16,enforcer,10,16,160,37,91.83
6959,test_20_8,enforcer,20,8,160,37,106.51
6960,test_40_4,enforcer,40,4,160,37,70.79
6961,test_10_16,enforcer,10,16,160,38,95.76
6962,test_20_8,enforcer,20,8,160,38,95.3
6963,test_40_4,enforcer,40,4,160,38,71.55
6964,test_10_16,enforcer,10,16,160,39,93.75
6965,test_20_8,enforcer,20,8,160,39,75.87
6966,test_40_4,enforcer,40,4,160,39,74.75
6967,test_10_16,enforcer,10,16,160,40,91.09
6968,test_20_8,enforcer,20,8,160,40,77.19
6969,test_40_4,enforcer,40,4,160,40,71.29
6970,test_10_16,enforcer,10,16,160,41,94.8
6971,test_20_8,enforcer,20,8,160,41,81.5
6972,test_40_4,enforcer,40,4,160,41,72.55
6973,test_10_16,enforcer,10,16,160,42,90.96
6974,test_20_8,enforcer,20,8,160,42,74.6
6975,test_40_4,enforcer,40,4,160,42,70.31
6976,test_10_16,enforcer,10,16,160,43,95.03
6977,test_20_8,enforcer,20,8,160,43,75.15
6978,test_40_4,enforcer,40,4,160,43,71.82
6979,test_10_16,enforcer,10,16,160,44,93.17
6980,test_20_8,enforcer,20,8,160,44,77.33
6981,test_40_4,enforcer,40,4,160,44,68.64
6982,test_10_16,enforcer,10,16,160,45,98.36
6983,test_20_8,enforcer,20,8,160,45,78.8
6984,test_40_4,enforcer,40,4,160,45,71.44
6985,test_10_16,enforcer,10,16,160,46,95.65
6986,test_20_8,enforcer,20,8,160,46,73.74
6987,test_40_4,enforcer,40,4,160,46,72.29
6988,test_10_16,enforcer,10,16,160,47,92.06
6989,test_20_8,enforcer,20,8,160,47,74.48
6990,test_40_4,enforcer,40,4,160,47,67.39
6991,test_10_16,enforcer,10,16,160,48,90.96
6992,test_20_8,enforcer,20,8,160,48,74.4
6993,test_40_4,enforcer,40,4,160,48,68.74
6994,test_10_16,enforcer,10,16,160,49,93.81
6995,test_20_8,enforcer,20,8,160,49,80.61
6996,test_40_4,enforcer,40,4,160,49,69.59
6997,test_10_16,enforcer,10,16,160,50,89.78
6998,test_20_8,enforcer,20,8,160,50,73.67
6999,test_40_4,enforcer,40,4,160,50,69.94
7000,test_10_18,enforcer,10,18,180,1,483.07
7001,test_15_12,enforcer,15,12,180,1,337.46
7002,test_30_6,enforcer,30,6,180,1,293.66
7003,test_45_4,enforcer,45,4,180,1,279.08
7004,test_10_18,enforcer,10,18,180,2,220.26
7005,test_15_12,enforcer,15,12,180,2,193.73
7006,test_30_6,enforcer,30,6,180,2,181.18
7007,test_45_4,enforcer,45,4,180,2,153.64
7008,test_10_18,enforcer,10,18,180,3,167.19
7009,test_15_12,enforcer,15,12,180,3,185.54
7010,test_30_6,enforcer,30,6,180,3,173.45
7011,test_45_4,enforcer,45,4,180,3,166.19
7012,test_10_18,enforcer,10,18,180,4,140.79
7013,test_15_12,enforcer,15,12,180,4,156.2
7014,test_30_6,enforcer,30,6,180,4,147.17
7015,test_45_4,enforcer,45,4,180,4,144.48
7016,test_10_18,enforcer,10,18,180,5,132.33
7017,test_15_12,enforcer,15,12,180,5,119.24
7018,test_30_6,enforcer,30,6,180,5,109.22
7019,test_45_4,enforcer,45,4,180,5,96.61
7020,test_10_18,enforcer,10,18,180,6,141.74
7021,test_15_12,enforcer,15,12,180,6,108.52
7022,test_30_6,enforcer,30,6,180,6,93.97
7023,test_45_4,enforcer,45,4,180,6,100.85
7024,test_10_18,enforcer,10,18,180,7,128.62
7025,test_15_12,enforcer,15,12,180,7,107.85
7026,test_30_6,enforcer,30,6,180,7,99.91
7027,test_45_4,enforcer,45,4,180,7,103.52
7028,test_10_18,enforcer,10,18,180,8,132.91
7029,test_15_12,enforcer,15,12,180,8,108.79
7030,test_30_6,enforcer,30,6,180,8,92.87
7031,test_45_4,enforcer,45,4,180,8,94.05
7032,test_10_18,enforcer,10,18,180,9,130.85
7033,test_15_12,enforcer,15,12,180,9,112.45
7034,test_30_6,enforcer,30,6,180,9,95.53
7035,test_45_4,enforcer,45,4,180,9,90.02
7036,test_10_18,enforcer,10,18,180,10,123.97
7037,test_15_12,enforcer,15,12,180,10,104.25
7038,test_30_6,enforcer,30,6,180,10,89.53
7039,test_45_4,enforcer,45,4,180,10,90.63
7040,test_10_18,enforcer,10,18,180,11,130.07
7041,test_15_12,enforcer,15,12,180,11,104.84
7042,test_30_6,enforcer,30,6,180,11,88.22
7043,test_45_4,enforcer,45,4,180,11,88.13
7044,test_10_18,enforcer,10,18,180,12,122.49
7045,test_15_12,enforcer,15,12,180,12,96.17
7046,test_30_6,enforcer,30,6,180,12,87.33
7047,test_45_4,enforcer,45,4,180,12,93.96
7048,test_10_18,enforcer,10,18,180,13,127.63
7049,test_15_12,enforcer,15,12,180,13,106.89
7050,test_30_6,enforcer,30,6,180,13,85.8
7051,test_45_4,enforcer,45,4,180,13,85.63
7052,test_10_18,enforcer,10,18,180,14,121.14
7053,test_15_12,enforcer,15,12,180,14,101.8
7054,test_30_6,enforcer,30,6,180,14,92.34
7055,test_45_4,enforcer,45,4,180,14,92.49
7056,test_10_18,enforcer,10,18,180,15,142.04
7057,test_15_12,enforcer,15,12,180,15,100.5
7058,test_30_6,enforcer,30,6,180,15,86.2
7059,test_45_4,enforcer,45,4,180,15,88.63
7060,test_10_18,enforcer,10,18,180,16,157.77
7061,test_15_12,enforcer,15,12,180,16,127.3
7062,test_30_6,enforcer,30,6,180,16,105.58
7063,test_45_4,enforcer,45,4,180,16,95.15
7064,test_10_18,enforcer,10,18,180,17,120.97
7065,test_15_12,enforcer,15,12,180,17,96.66
7066,test_30_6,enforcer,30,6,180,17,112.47
7067,test_45_4,enforcer,45,4,180,17,119.24
7068,test_10_18,enforcer,10,18,180,18,128.77
7069,test_15_12,enforcer,15,12,180,18,102.28
7070,test_30_6,enforcer,30,6,180,18,84.39
7071,test_45_4,enforcer,45,4,180,18,93.41
7072,test_10_18,enforcer,10,18,180,19,122.04
7073,test_15_12,enforcer,15,12,180,19,94.72
7074,test_30_6,enforcer,30,6,180,19,90.56
7075,test_45_4,enforcer,45,4,180,19,81.18
7076,test_10_18,enforcer,10,18,180,20,118.93
7077,test_15_12,enforcer,15,12,180,20,91.38
7078,test_30_6,enforcer,30,6,180,20,84.31
7079,test_45_4,enforcer,45,4,180,20,84.98
7080,test_10_18,enforcer,10,18,180,21,122.32
7081,test_15_12,enforcer,15,12,180,21,97.62
7082,test_30_6,enforcer,30,6,180,21,90.58
7083,test_45_4,enforcer,45,4,180,21,85.58
7084,test_10_18,enforcer,10,18,180,22,114.96
7085,test_15_12,enforcer,15,12,180,22,95.96
7086,test_30_6,enforcer,30,6,180,22,91.37
7087,test_45_4,enforcer,45,4,180,22,80.81
7088,test_10_18,enforcer,10,18,180,23,125.88
7089,test_15_12,enforcer,15,12,180,23,95.06
7090,test_30_6,enforcer,30,6,180,23,83.64
7091,test_45_4,enforcer,45,4,180,23,84.45
7092,test_10_18,enforcer,10,18,180,24,121.39
7093,test_15_12,enforcer,15,12,180,24,100.6
7094,test_30_6,enforcer,30,6,180,24,86.16
7095,test_45_4,enforcer,45,4,180,24,83.98
7096,test_10_18,enforcer,10,18,180,25,117.38
7097,test_15_12,enforcer,15,12,180,25,90.98
7098,test_30_6,enforcer,30,6,180,25,88.33
7099,test_45_4,enforcer,45,4,180,25,84.27
7100,test_10_18,enforcer,10,18,180,26,116.92
7101,test_15_12,enforcer,15,12,180,26,95.6
7102,test_30_6,enforcer,30,6,180,26,86.29
7103,test_45_4,enforcer,45,4,180,26,85.64
7104,test_10_18,enforcer,10,18,180,27,120.82
7105,test_15_12,enforcer,15,12,180,27,96.55
7106,test_30_6,enforcer,30,6,180,27,85.24
7107,test_45_4,enforcer,45,4,180,27,82.58
7108,test_10_18,enforcer,10,18,180,28,117.01
7109,test_15_12,enforcer,15,12,180,28,93.61
7110,test_30_6,enforcer,30,6,180,28,85.88
7111,test_45_4,enforcer,45,4,180,28,80.27
7112,test_10_18,enforcer,10,18,180,29,115.21
7113,test_15_12,enforcer,15,12,180,29,92.23
7114,test_30_6,enforcer,30,6,180,29,83.34
7115,test_45_4,enforcer,45,4,180,29,84.61
7116,test_10_18,enforcer,10,18,180,30,115.0
7117,test_15_12,enforcer,15,12,180,30,93.91
7118,test_30_6,enforcer,30,6,180,30,82.73
7119,test_45_4,enforcer,45,4,180,30,83.4
7120,test_10_18,enforcer,10,18,180,31,115.0
7121,test_15_12,enforcer,15,12,180,31,92.35
7122,test_30_6,enforcer,30,6,180,31,87.32
7123,test_45_4,enforcer,45,4,180,31,81.3
7124,test_10_18,enforcer,10,18,180,32,118.39
7125,test_15_12,enforcer,15,12,180,32,93.45
7126,test_30_6,enforcer,30,6,180,32,82.67
7127,test_45_4,enforcer,45,4,180,32,82.26
7128,test_10_18,enforcer,10,18,180,33,122.07
7129,test_15_12,enforcer,15,12,180,33,96.5
7130,test_30_6,enforcer,30,6,180,33,86.55
7131,test_45_4,enforcer,45,4,180,33,79.8
7132,test_10_18,enforcer,10,18,180,34,118.34
7133,test_15_12,enforcer,15,12,180,34,94.02
7134,test_30_6,enforcer,30,6,180,34,81.72
7135,test_45_4,enforcer,45,4,180,34,81.89
7136,test_10_18,enforcer,10,18,180,35,116.95
7137,test_15_12,enforcer,15,12,180,35,100.41
7138,test_30_6,enforcer,30,6,180,35,83.38
7139,test_45_4,enforcer,45,4,180,35,82.49
7140,test_10_18,enforcer,10,18,180,36,120.41
7141,test_15_12,enforcer,15,12,180,36,93.73
7142,test_30_6,enforcer,30,6,180,36,84.49
7143,test_45_4,enforcer,45,4,180,36,81.84
7144,test_10_18,enforcer,10,18,180,37,123.34
7145,test_15_12,enforcer,15,12,180,37,93.43
7146,test_30_6,enforcer,30,6,180,37,84.08
7147,test_45_4,enforcer,45,4,180,37,82.94
7148,test_10_18,enforcer,10,18,180,38,120.39
7149,test_15_12,enforcer,15,12,180,38,98.05
7150,test_30_6,enforcer,30,6,180,38,90.36
7151,test_45_4,enforcer,45,4,180,38,85.84
7152,test_10_18,enforcer,10,18,180,39,120.3
7153,test_15_12,enforcer,15,12,180,39,94.39
7154,test_30_6,enforcer,30,6,180,39,89.87
7155,test_45_4,enforcer,45,4,180,39,81.98
7156,test_10_18,enforcer,10,18,180,40,113.73
7157,test_15_12,enforcer,15,12,180,40,89.6
7158,test_30_6,enforcer,30,6,180,40,81.91
7159,test_45_4,enforcer,45,4,180,40,80.54
7160,test_10_18,enforcer,10,18,180,41,114.58
7161,test_15_12,enforcer,15,12,180,41,92.17
7162,test_30_6,enforcer,30,6,180,41,80.84
7163,test_45_4,enforcer,45,4,180,41,84.08
7164,test_10_18,enforcer,10,18,180,42,117.14
7165,test_15_12,enforcer,15,12,180,42,90.42
7166,test_30_6,enforcer,30,6,180,42,82.91
7167,test_45_4,enforcer,45,4,180,42,79.18
7168,test_10_18,enforcer,10,18,180,43,115.17
7169,test_15_12,enforcer,15,12,180,43,91.21
7170,test_30_6,enforcer,30,6,180,43,83.51
7171,test_45_4,enforcer,45,4,180,43,79.08
7172,test_10_18,enforcer,10,18,180,44,124.37
7173,test_15_12,enforcer,15,12,180,44,93.24
7174,test_30_6,enforcer,30,6,180,44,84.26
7175,test_45_4,enforcer,45,4,180,44,81.16
7176,test_10_18,enforcer,10,18,180,45,127.89
7177,test_15_12,enforcer,15,12,180,45,90.06
7178,test_30_6,enforcer,30,6,180,45,84.24
7179,test_45_4,enforcer,45,4,180,45,77.51
7180,test_10_18,enforcer,10,18,180,46,114.4
7181,test_15_12,enforcer,15,12,180,46,91.43
7182,test_30_6,enforcer,30,6,180,46,82.35
7183,test_45_4,enforcer,45,4,180,46,78.01
7184,test_10_18,enforcer,10,18,180,47,113.4
7185,test_15_12,enforcer,15,12,180,47,92.83
7186,test_30_6,enforcer,30,6,180,47,81.56
7187,test_45_4,enforcer,45,4,180,47,81.35
7188,test_10_18,enforcer,10,18,180,48,124.81
7189,test_15_12,enforcer,15,12,180,48,89.06
7190,test_30_6,enforcer,30,6,180,48,83.38
7191,test_45_4,enforcer,45,4,180,48,80.02
7192,test_10_18,enforcer,10,18,180,49,116.53
7193,test_15_12,enforcer,15,12,180,49,91.65
7194,test_30_6,enforcer,30,6,180,49,79.33
7195,test_45_4,enforcer,45,4,180,49,81.05
7196,test_10_18,enforcer,10,18,180,50,121.27
7197,test_15_12,enforcer,15,12,180,50,89.58
7198,test_30_6,enforcer,30,6,180,50,80.55
7199,test_45_4,enforcer,45,4,180,50,82.0
7200,test_10_20,enforcer,10,20,200,1,577.22
7201,test_20_10,enforcer,20,10,200,1,356.93
7202,test_25_8,enforcer,25,8,200,1,306.76
7203,test_50_4,enforcer,50,4,200,1,312.49
7204,test_10_20,enforcer,10,20,200,2,232.36
7205,test_20_10,enforcer,20,10,200,2,241.38
7206,test_25_8,enforcer,25,8,200,2,214.82
7207,test_50_4,enforcer,50,4,200,2,186.74
7208,test_10_20,enforcer,10,20,200,3,185.04
7209,test_20_10,enforcer,20,10,200,3,155.47
7210,test_25_8,enforcer,25,8,200,3,182.3
7211,test_50_4,enforcer,50,4,200,3,179.0
7212,test_10_20,enforcer,10,20,200,4,163.17
7213,test_20_10,enforcer,20,10,200,4,136.22
7214,test_25_8,enforcer,25,8,200,4,145.32
7215,test_50_4,enforcer,50,4,200,4,149.91
7216,test_10_20,enforcer,10,20,200,5,164.91
7217,test_20_10,enforcer,20,10,200,5,133.87
7218,test_25_8,enforcer,25,8,200,5,117.1
7219,test_50_4,enforcer,50,4,200,5,115.25
7220,test_10_20,enforcer,10,20,200,6,162.61
7221,test_20_10,enforcer,20,10,200,6,124.58
7222,test_25_8,enforcer,25,8,200,6,127.62
7223,test_50_4,enforcer,50,4,200,6,116.32
7224,test_10_20,enforcer,10,20,200,7,158.12
7225,test_20_10,enforcer,20,10,200,7,125.96
7226,test_25_8,enforcer,25,8,200,7,113.22
7227,test_50_4,enforcer,50,4,200,7,106.44
7228,test_10_20,enforcer,10,20,200,8,155.78
7229,test_20_10,enforcer,20,10,200,8,119.46
7230,test_25_8,enforcer,25,8,200,8,109.3
7231,test_50_4,enforcer,50,4,200,8,116.68
7232,test_10_20,enforcer,10,20,200,9,149.7
7233,test_20_10,enforcer,20,10,200,9,112.24
7234,test_25_8,enforcer,25,8,200,9,109.45
7235,test_50_4,enforcer,50,4,200,9,112.32
7236,test_10_20,enforcer,10,20,200,10,159.94
7237,test_20_10,enforcer,20,10,200,10,119.04
7238,test_25_8,enforcer,25,8,200,10,109.24
7239,test_50_4,enforcer,50,4,200,10,107.26
7240,test_10_20,enforcer,10,20,200,11,152.97
7241,test_20_10,enforcer,20,10,200,11,155.62
7242,test_25_8,enforcer,25,8,200,11,104.2
7243,test_50_4,enforcer,50,4,200,11,102.28
7244,test_10_20,enforcer,10,20,200,12,196.76
7245,test_20_10,enforcer,20,10,200,12,107.86
7246,test_25_8,enforcer,25,8,200,12,131.23
7247,test_50_4,enforcer,50,4,200,12,119.08
7248,test_10_20,enforcer,10,20,200,13,179.31
7249,test_20_10,enforcer,20,10,200,13,114.34
7250,test_25_8,enforcer,25,8,200,13,109.38
7251,test_50_4,enforcer,50,4,200,13,140.5
7252,test_10_20,enforcer,10,20,200,14,148.11
7253,test_20_10,enforcer,20,10,200,14,114.9
7254,test_25_8,enforcer,25,8,200,14,105.93
7255,test_50_4,enforcer,50,4,200,14,102.59
7256,test_10_20,enforcer,10,20,200,15,144.56
7257,test_20_10,enforcer,20,10,200,15,116.85
7258,test_25_8,enforcer,25,8,200,15,102.76
7259,test_50_4,enforcer,50,4,200,15,104.65
7260,test_10_20,enforcer,10,20,200,16,152.03
7261,test_20_10,enforcer,20,10,200,16,115.39
7262,test_25_8,enforcer,25,8,200,16,106.4
7263,test_50_4,enforcer,50,4,200,16,103.47
7264,test_10_20,enforcer,10,20,200,17,152.61
7265,test_20_10,enforcer,20,10,200,17,107.53
7266,test_25_8,enforcer,25,8,200,17,106.07
7267,test_50_4,enforcer,50,4,200,17,116.9
7268,test_10_20,enforcer,10,20,200,18,146.89
7269,test_20_10,enforcer,20,10,200,18,117.72
7270,test_25_8,enforcer,25,8,200,18,101.76
7271,test_50_4,enforcer,50,4,200,18,96.49
7272,test_10_20,enforcer,10,20,200,19,151.67
7273,test_20_10,enforcer,20,10,200,19,109.16
7274,test_25_8,enforcer,25,8,200,19,103.46
7275,test_50_4,enforcer,50,4,200,19,97.6
7276,test_10_20,enforcer,10,20,200,20,144.32
7277,test_20_10,enforcer,20,10,200,20,126.53
7278,test_25_8,enforcer,25,8,200,20,101.32
7279,test_50_4,enforcer,50,4,200,20,102.07
7280,test_10_20,enforcer,10,20,200,21,144.27
7281,test_20_10,enforcer,20,10,200,21,136.89
7282,test_25_8,enforcer,25,8,200,21,104.3
7283,test_50_4,enforcer,50,4,200,21,102.52
7284,test_10_20,enforcer,10,20,200,22,144.43
7285,test_20_10,enforcer,20,10,200,22,112.53
7286,test_25_8,enforcer,25,8,200,22,97.69
7287,test_50_4,enforcer,50,4,200,22,95.54
7288,test_10_20,enforcer,10,20,200,23,143.82
7289,test_20_10,enforcer,20,10,200,23,114.49
7290,test_25_8,enforcer,25,8,200,23,103.94
7291,test_50_4,enforcer,50,4,200,23,101.75
7292,test_10_20,enforcer,10,20,200,24,143.36
7293,test_20_10,enforcer,20,10,200,24,110.27
7294,test_25_8,enforcer,25,8,200,24,110.33
7295,test_50_4,enforcer,50,4,200,24,96.39
7296,test_10_20,enforcer,10,20,200,25,146.74
7297,test_20_10,enforcer,20,10,200,25,107.86
7298,test_25_8,enforcer,25,8,200,25,100.51
7299,test_50_4,enforcer,50,4,200,25,101.3
7300,test_10_20,enforcer,10,20,200,26,146.1
7301,test_20_10,enforcer,20,10,200,26,112.92
7302,test_25_8,enforcer,25,8,200,26,105.2
7303,test_50_4,enforcer,50,4,200,26,99.49
7304,test_10_20,enforcer,10,20,200,27,147.72
7305,test_20_10,enforcer,20,10,200,27,104.51
7306,test_25_8,enforcer,25,8,200,27,107.39
7307,test_50_4,enforcer,50,4,200,27,97.49
7308,test_10_20,enforcer,10,20,200,28,147.91
7309,test_20_10,enforcer,20,10,200,28,106.46
7310,test_25_8,enforcer,25,8,200,28,107.05
7311,test_50_4,enforcer,50,4,200,28,99.3
7312,test_10_20,enforcer,10,20,200,29,146.8
7313,test_20_10,enforcer,20,10,200,29,106.74
7314,test_25_8,enforcer,25,8,200,29,106.55
7315,test_50_4,enforcer,50,4,200,29,95.72
7316,test_10_20,enforcer,10,20,200,30,144.42
7317,test_20_10,enforcer,20,10,200,30,102.82
7318,test_25_8,enforcer,25,8,200,30,102.89
7319,test_50_4,enforcer,50,4,200,30,97.06
7320,test_10_20,enforcer,10,20,200,31,144.1
7321,test_20_10,enforcer,20,10,200,31,102.07
7322,test_25_8,enforcer,25,8,200,31,102.0
7323,test_50_4,enforcer,50,4,200,31,95.95
7324,test_10_20,enforcer,10,20,200,32,150.76
7325,test_20_10,enforcer,20,10,200,32,105.6
7326,test_25_8,enforcer,25,8,200,32,101.54
7327,test_50_4,enforcer,50,4,200,32,97.97
7328,test_10_20,enforcer,10,20,200,33,145.55
7329,test_20_10,enforcer,20,10,200,33,100.35
7330,test_25_8,enforcer,25,8,200,33,106.03
7331,test_50_4,enforcer,50,4,200,33,97.34
7332,test_10_20,enforcer,10,20,200,34,146.75
7333,test_20_10,enforcer,20,10,200,34,102.44
7334,test_25_8,enforcer,25,8,200,34,103.64
7335,test_50_4,enforcer,50,4,200,34,95.77
7336,test_10_20,enforcer,10,20,200,35,148.82
7337,test_20_10,enforcer,20,10,200,35,103.69
7338,test_25_8,enforcer,25,8,200,35,101.22
7339,test_50_4,enforcer,50,4,200,35,94.42
7340,test_10_20,enforcer,10,20,200,36,141.56
7341,test_20_10,enforcer,20,10,200,36,99.54
7342,test_25_8,enforcer,25,8,200,36,101.29
7343,test_50_4,enforcer,50,4,200,36,97.61
7344,test_10_20,enforcer,10,20,200,37,143.22
7345,test_20_10,enforcer,20,10,200,37,101.2
7346,test_25_8,enforcer,25,8,200,37,95.82
7347,test_50_4,enforcer,50,4,200,37,96.36
7348,test_10_20,enforcer,10,20,200,38,152.21
7349,test_20_10,enforcer,20,10,200,38,104.37
7350,test_25_8,enforcer,25,8,200,38,100.65
7351,test_50_4,enforcer,50,4,200,38,96.39
7352,test_10_20,enforcer,10,20,200,39,137.42
7353,test_20_10,enforcer,20,10,200,39,102.36
7354,test_25_8,enforcer,25,8,200,39,102.5
7355,test_50_4,enforcer,50,4,200,39,94.68
7356,test_10_20,enforcer,10,20,200,40,149.32
7357,test_20_10,enforcer,20,10,200,40,100.17
7358,test_25_8,enforcer,25,8,200,40,100.06
7359,test_50_4,enforcer,50,4,200,40,94.87
7360,test_10_20,enforcer,10,20,200,41,140.56
7361,test_20_10,enforcer,20,10,200,41,105.78
7362,test_25_8,enforcer,25,8,200,41,100.34
7363,test_50_4,enforcer,50,4,200,41,95.29
7364,test_10_20,enforcer,10,20,200,42,146.77
7365,test_20_10,enforcer,20,10,200,42,99.43
7366,test_25_8,enforcer,25,8,200,42,99.93
7367,test_50_4,enforcer,50,4,200,42,94.62
7368,test_10_20,enforcer,10,20,200,43,148.53
7369,test_20_10,enforcer,20,10,200,43,98.83
7370,test_25_8,enforcer,25,8,200,43,102.31
7371,test_50_4,enforcer,50,4,200,43,94.73
7372,test_10_20,enforcer,10,20,200,44,150.65
7373,test_20_10,enforcer,20,10,200,44,102.7
7374,test_25_8,enforcer,25,8,200,44,101.24
7375,test_50_4,enforcer,50,4,200,44,96.13
7376,test_10_20,enforcer,10,20,200,45,146.49
7377,test_20_10,enforcer,20,10,200,45,100.75
7378,test_25_8,enforcer,25,8,200,45,101.42
7379,test_50_4,enforcer,50,4,200,45,93.62
7380,test_10_20,enforcer,10,20,200,46,139.69
7381,test_20_10,enforcer,20,10,200,46,100.76
7382,test_25_8,enforcer,25,8,200,46,107.01
7383,test_50_4,enforcer,50,4,200,46,100.23
7384,test_10_20,enforcer,10,20,200,47,150.61
7385,test_20_10,enforcer,20,10,200,47,103.92
7386,test_25_8,enforcer,25,8,200,47,97.13
7387,test_50_4,enforcer,50,4,200,47,92.97
7388,test_10_20,enforcer,10,20,200,48,138.45
7389,test_20_10,enforcer,20,10,200,48,101.62
7390,test_25_8,enforcer,25,8,200,48,99.43
7391,test_50_4,enforcer,50,4,200,48,95.19
7392,test_10_20,enforcer,10,20,200,49,143.44
7393,test_20_10,enforcer,20,10,200,49,100.02
7394,test_25_8,enforcer,25,8,200,49,96.14
7395,test_50_4,enforcer,50,4,200,49,96.2
7396,test_10_20,enforcer,10,20,200,50,147.55
7397,test_20_10,enforcer,20,10,200,50,102.68
7398,test_25_8,enforcer,25,8,200,50,99.65
7399,test_50_4,enforcer,50,4,200,50,94.57
7400,test_15_14,enforcer,15,14,210,1,470.23
7401,test_35_6,enforcer,35,6,210,1,319.28
7402,test_15_14,enforcer,15,14,210,2,253.28
7403,test_35_6,enforcer,35,6,210,2,239.62
7404,test_15_14,enforcer,15,14,210,3,163.29
7405,test_35_6,enforcer,35,6,210,3,187.44
7406,test_15_14,enforcer,15,14,210,4,158.71
7407,test_35_6,enforcer,35,6,210,4,128.97
7408,test_15_14,enforcer,15,14,210,5,156.22
7409,test_35_6,enforcer,35,6,210,5,130.27
7410,test_15_14,enforcer,15,14,210,6,145.42
7411,test_35_6,enforcer,35,6,210,6,126.61
7412,test_15_14,enforcer,15,14,210,7,138.09
7413,test_35_6,enforcer,35,6,210,7,134.67
7414,test_15_14,enforcer,15,14,210,8,143.74
7415,test_35_6,enforcer,35,6,210,8,117.25
7416,test_15_14,enforcer,15,14,210,9,147.42
7417,test_35_6,enforcer,35,6,210,9,113.5
7418,test_15_14,enforcer,15,14,210,10,163.69
7419,test_35_6,enforcer,35,6,210,10,112.36
7420,test_15_14,enforcer,15,14,210,11,133.8
7421,test_35_6,enforcer,35,6,210,11,144.01
7422,test_15_14,enforcer,15,14,210,12,129.81
7423,test_35_6,enforcer,35,6,210,12,105.49
7424,test_15_14,enforcer,15,14,210,13,129.66
7425,test_35_6,enforcer,35,6,210,13,113.2
7426,test_15_14,enforcer,15,14,210,14,134.42
7427,test_35_6,enforcer,35,6,210,14,109.83
7428,test_15_14,enforcer,15,14,210,15,134.48
7429,test_35_6,enforcer,35,6,210,15,112.81
7430,test_15_14,enforcer,15,14,210,16,134.22
7431,test_35_6,enforcer,35,6,210,16,108.6
7432,test_15_14,enforcer,15,14,210,17,131.07
7433,test_35_6,enforcer,35,6,210,17,110.43
7434,test_15_14,enforcer,15,14,210,18,135.6
7435,test_35_6,enforcer,35,6,210,18,108.32
7436,test_15_14,enforcer,15,14,210,19,129.17
7437,test_35_6,enforcer,35,6,210,19,111.08
7438,test_15_14,enforcer,15,14,210,20,132.58
7439,test_35_6,enforcer,35,6,210,20,139.86
7440,test_15_14,enforcer,15,14,210,21,125.81
7441,test_35_6,enforcer,35,6,210,21,108.51
7442,test_15_14,enforcer,15,14,210,22,152.06
7443,test_35_6,enforcer,35,6,210,22,110.47
7444,test_15_14,enforcer,15,14,210,23,149.89
7445,test_35_6,enforcer,35,6,210,23,109.39
7446,test_15_14,enforcer,15,14,210,24,126.02
7447,test_35_6,enforcer,35,6,210,24,105.17
7448,test_15_14,enforcer,15,14,210,25,130.64
7449,test_35_6,enforcer,35,6,210,25,110.14
7450,test_15_14,enforcer,15,14,210,26,128.08
7451,test_35_6,enforcer,35,6,210,26,107.22
7452,test_15_14,enforcer,15,14,210,27,127.62
7453,test_35_6,enforcer,35,6,210,27,116.13
7454,test_15_14,enforcer,15,14,210,28,123.75
7455,test_35_6,enforcer,35,6,210,28,106.68
7456,test_15_14,enforcer,15,14,210,29,130.09
7457,test_35_6,enforcer,35,6,210,29,104.64
7458,test_15_14,enforcer,15,14,210,30,128.74
7459,test_35_6,enforcer,35,6,210,30,107.04
7460,test_15_14,enforcer,15,14,210,31,126.79
7461,test_35_6,enforcer,35,6,210,31,105.76
7462,test_15_14,enforcer,15,14,210,32,128.43
7463,test_35_6,enforcer,35,6,210,32,105.63
7464,test_15_14,enforcer,15,14,210,33,131.74
7465,test_35_6,enforcer,35,6,210,33,106.27
