experiment,component,rules,clauses_per_rule,total_clauses,count,mean,std,min,25%,50%,75%,90%,95%,99%,max,variance
test_35_14,enforcer,35,14,490,50.0,724.6690000000001,75.71377757915745,701.14,705.71,708.615,716.7075,725.194,746.8285,1053.4061999999994,1216.88,5732.576115306134
test_35_14,asmeta,35,14,490,50.0,654.86,62.93793833319179,633.0,639.0,642.5,646.5,656.0,668.25,926.3699999999994,1067.0,3961.18408163265
test_35_16,test_runner,35,16,560,50.0,993.58,97.29989198139859,955.0,968.0,974.0,981.5,995.4,1061.8499999999997,1378.339999999999,1640.0,9467.268979591812
test_35_16,enforcer,35,16,560,50.0,968.3542,93.36379904329041,931.1,942.765,950.47,956.775,967.6270000000001,1035.4434999999999,1338.1120999999991,1587.38,8716.798971795915
test_35_16,asmeta,35,16,560,50.0,885.1,79.65595664212077,855.0,865.25,871.0,874.0,885.2,935.1999999999998,1199.9299999999992,1417.0,6345.071428571428
test_35_18,test_runner,35,18,630,50.0,1305.22,109.86286256705935,1270.0,1278.25,1283.0,1293.0,1298.5,1359.25,1747.0199999999988,2042.0,12069.848571428565
test_35_18,enforcer,35,18,630,50.0,1278.0646000000002,104.89057772142691,1244.95,1254.095,1259.18,1266.705,1271.917,1301.3799999999999,1704.2038999999988,1985.41,11002.033294734687
test_35_18,asmeta,35,18,630,50.0,1179.06,90.64742417853955,1149.0,1159.25,1163.5,1169.0,1176.0,1191.1,1544.079999999999,1793.0,8216.95551020408
test_35_2,test_runner,35,2,70,50.0,60.96,22.79452136109974,47.0,51.0,54.5,64.0,72.30000000000001,81.29999999999998,152.0199999999998,202.0,519.590204081632
test_35_2,enforcer,35,2,70,50.0,38.6616,17.169648155856848,26.99,30.355,32.745,42.3025,49.487,56.481999999999985,108.01139999999988,138.46,294.79681779591834
test_35_2,asmeta,35,2,70,50.0,12.04,7.682367832263965,8.0,8.0,9.0,14.75,16.1,17.549999999999997,43.74999999999995,56.0,59.01877551020408
test_35_20,test_runner,35,20,700,50.0,1635.28,130.60456597325083,1601.0,1608.0,1613.0,1619.0,1627.1,1633.4,2157.0099999999984,2525.0,17057.552653061215
test_35_20,enforcer,35,20,700,50.0,1609.7112,126.69991402860988,1576.05,1582.7800000000002,1588.855,1593.5775,1602.182,1608.827,2117.8686999999986,2471.83,16052.868214857152
test_35_20,asmeta,35,20,700,50.0,1492.84,109.676399708694,1464.0,1470.0,1475.0,1479.0,1486.3,1490.0,1926.4399999999987,2242.0,12028.912653061221
test_35_4,test_runner,35,4,140,50.0,91.52,31.065592226902144,75.0,79.5,84.0,86.75,105.60000000000002,135.55,215.76999999999975,278.0,965.0710204081626
test_35_4,enforcer,35,4,140,50.0,69.31199999999998,27.28987402847064,56.09,58.315,61.32,65.23,83.93600000000002,113.65599999999999,177.9046999999998,225.91,744.7372244897963
test_35_4,asmeta,35,4,140,50.0,38.3,16.76031513025056,30.0,31.0,33.0,35.75,47.50000000000002,65.64999999999999,105.4999999999999,130.0,280.90816326530626
test_35_6,test_runner,35,6,210,50.0,141.78,40.977988118062605,123.0,127.25,129.5,135.0,155.60000000000002,190.84999999999985,319.64999999999975,376.0,1679.195510204082
test_35_6,enforcer,35,6,210,50.0,119.30719999999998,36.899789393790876,101.64,105.6625,108.195,113.1025,135.189,167.89649999999986,280.24659999999983,319.28,1361.594457306121
test_35_6,asmeta,35,6,210,50.0,83.58,26.7811157957488,71.0,73.0,75.0,79.0,98.10000000000002,124.94999999999992,198.9499999999999,221.0,717.2281632653061
test_35_8,test_runner,35,8,280,50.0,218.94,44.85141455690223,197.0,204.25,207.0,213.75,235.3,249.2,421.25999999999976,483.0,2011.6493877550997
test_35_8,enforcer,35,8,280,50.0,194.61180000000002,41.86557378231486,175.59,180.2825,182.89499999999998,190.3025,213.579,225.248,384.0682999999998,433.72,1752.7262681224481
test_35_8,asmeta,35,8,280,50.0,152.26,31.547055879968863,139.0,142.0,143.0,149.0,162.70000000000002,176.1,296.65999999999985,329.0,995.216734693877
test_40_10,test_runner,40,10,400,50.0,498.88,66.39819274648971,471.0,481.0,485.0,488.0,507.1,542.8999999999999,776.1599999999994,931.0,4408.72
test_40_10,enforcer,40,10,400,50.0,474.3514,60.670556958655574,449.22,458.0125,460.63,465.0625,484.407,517.8779999999998,728.9291999999995,866.09,3680.916481673468
test_40_10,asmeta,40,10,400,50.0,420.6,49.27349745066214,400.0,407.25,411.0,413.0,423.3,453.84999999999985,627.2999999999995,740.0,2427.877551020408
test_40_12,test_runner,40,12,480,50.0,706.74,77.16767061247285,673.0,686.25,691.0,695.75,707.4,747.9999999999999,1047.4899999999993,1194.0,5954.849387755093
test_40_12,enforcer,40,12,480,50.0,681.8559999999999,73.54712636071085,651.92,661.71,666.24,671.66,679.141,724.2509999999999,1008.4927999999995,1142.89,5409.179795918372
test_40_12,asmeta,40,12,480,50.0,618.24,61.04784339903802,595.0,603.0,606.0,609.75,615.4,641.6999999999999,891.7699999999995,1003.0,3726.8391836734704
test_40_14,test_runner,40,14,560,50.0,984.12,87.80350046483085,948.0,961.25,967.0,973.0,980.7,1058.05,1339.499999999999,1560.0,7709.454693877558
test_40_14,enforcer,40,14,560,50.0,960.5132000000001,83.17856993044224,924.79,939.42,943.52,948.8375,959.455,1029.6290000000001,1299.4250999999992,1505.23,6918.6744956734665
test_40_14,asmeta,40,14,560,50.0,884.72,68.79488590389995,853.0,867.0,870.5,877.0,885.7,945.3,1158.1699999999992,1338.0,4732.736326530619
test_40_16,test_runner,40,16,640,50.0,1340.22,105.5789268553075,1295.0,1309.0,1317.5,1336.75,1348.1,1387.1499999999999,1777.749999999999,2035.0,11146.909795918373
test_40_16,enforcer,40,16,640,50.0,1314.5446,101.51262718700647,1273.53,1284.02,1291.095,1311.425,1325.5320000000002,1361.4754999999998,1735.867199999999,1981.22,10304.813478408187
test_40_16,asmeta,40,16,640,50.0,1226.48,86.73893271754956,1191.0,1201.0,1206.5,1223.75,1236.1,1260.6999999999998,1584.3799999999992,1799.0,7523.6424489796
test_40_18,test_runner,40,18,720,50.0,1728.46,110.32368147355106,1680.0,1702.25,1709.0,1719.75,1739.1,1748.6,2161.8899999999985,2475.0,12171.314693877559
test_40_18,enforcer,40,18,720,50.0,1702.2108,106.37162618146722,1653.07,1677.17,1681.665,1695.4850000000001,1711.295,1722.37,2120.533599999999,2421.57,11314.922856489811
test_40_18,asmeta,40,18,720,50.0,1597.2,90.99719663768974,1556.0,1575.0,1580.5,1592.75,1604.4,1614.1,1949.419999999999,2215.0,8280.48979591839
test_40_2,test_runner,40,2,80,50.0,63.46,20.280894799725946,49.0,54.0,57.0,68.0,72.1,85.79999999999995,140.93999999999983,187.0,411.3146938775513
test_40_2,enforcer,40,2,80,50.0,41.85240000000001,16.763256899467688,30.69,33.449999999999996,35.5,45.9975,50.62200000000001,63.84749999999997,105.69849999999988,138.21,281.0067818775509
test_40_2,asmeta,40,2,80,50.0,15.08,7.811138044550258,10.0,11.0,11.0,18.75,21.1,25.64999999999999,43.29999999999994,58.0,61.01387755102044
test_40_20,test_runner,40,20,800,50.0,2479.8,123.32601559463833,2409.0,2451.25,2464.0,2474.75,2489.3,2495.55,2943.6799999999985,3320.0,15209.306122448977
test_40_20,enforcer,40,20,800,50.0,2453.5728,119.89544290228339,2383.35,2424.6549999999997,2436.665,2451.5125,2464.0690000000004,2468.6974999999998,2905.5650999999984,3269.15,14374.91722873469
test_40_20,asmeta,40,20,800,50.0,2328.68,104.7809065018381,2261.0,2304.25,2313.0,2327.5,2338.6,2345.55,2715.1499999999987,3041.0,10979.03836734693
test_40_4,test_runner,40,4,160,50.0,109.42,48.84088701997497,87.0,92.0,95.0,100.0,138.60000000000002,164.75,330.4599999999999,353.0,2385.432244897959
test_40_4,enforcer,40,4,160,50.0,82.06900000000002,29.962015221317287,67.39,70.43,72.78,77.28,98.74600000000002,128.36499999999998,200.85699999999977,256.57,897.7223561224479
test_40_4,asmeta,40,4,160,50.0,50.08,19.7048010310551,41.0,42.0,44.0,47.5,63.50000000000002,78.64999999999999,127.26999999999984,165.0,388.2791836734698
test_40_6,test_runner,40,6,240,50.0,173.18,45.46525473100426,152.0,158.0,160.0,165.75,189.0,225.6999999999999,375.0799999999998,428.0,2067.0893877551016
test_40_6,enforcer,40,6,240,50.0,150.13639999999998,41.93606887262796,131.88,134.5075,137.79000000000002,142.325,166.471,199.6784999999999,337.27419999999984,376.68,1758.6338724897964
test_40_6,asmeta,40,6,240,50.0,111.94,30.185420186519423,98.0,101.0,103.0,107.0,122.20000000000002,151.54999999999995,246.4199999999999,267.0,911.1595918367351
test_40_8,test_runner,40,8,320,50.0,276.1,51.00550190410635,254.0,258.25,262.0,268.5,289.90000000000003,327.79999999999995,497.26999999999964,584.0,2601.5612244897943
test_40_8,enforcer,40,8,320,50.0,253.05319999999995,47.26516227689507,233.12,237.13,239.95,244.1375,269.04699999999997,301.465,459.47289999999975,534.83,2233.9955650612237
test_40_8,asmeta,40,8,320,50.0,208.14,36.340234631345254,192.0,196.0,198.0,202.0,220.4,246.79999999999995,367.13999999999976,423.0,1320.6126530612237
test_45_10,test_runner,45,10,450,50.0,616.14,69.58184433618078,589.0,596.25,600.0,606.75,619.9000000000001,664.65,910.1399999999994,1064.0,4841.633061224483
test_45_10,enforcer,45,10,450,50.0,591.8846,65.3851016298274,567.44,573.615,577.255,582.075,593.375,634.2425,869.5872999999993,1012.78,4275.211515142853
test_45_10,asmeta,45,10,450,50.0,534.3,51.83303256906858,514.0,520.0,523.0,527.75,536.3000000000001,559.2,754.8699999999995,871.0,2686.663265306126
test_45_12,test_runner,45,12,540,50.0,923.18,77.24323892214562,883.0,901.25,906.5,915.75,923.2,976.15,1258.1599999999994,1413.0,5966.517959183676
test_45_12,enforcer,45,12,540,50.0,898.1452,73.41383026684399,860.61,876.47,883.745,890.375,897.502,952.105,1218.8497999999995,1358.98,5389.590474448973
test_45_12,asmeta,45,12,540,50.0,830.62,60.06693205525493,798.0,814.0,818.0,824.75,831.4,866.1,1094.3399999999995,1209.0,3608.036326530613
test_45_14,test_runner,45,14,630,50.0,1257.34,90.24402518523125,1224.0,1229.0,1235.5,1247.75,1266.3,1348.8499999999997,1623.749999999999,1832.0,8143.98408163266
test_45_14,enforcer,45,14,630,50.0,1232.0978,85.98926469042517,1198.07,1204.5975,1211.03,1223.3925,1241.739,1319.7029999999997,1583.357699999999,1777.04,7394.153642000015
test_45_14,asmeta,45,14,630,50.0,1152.16,71.8130679938817,1123.0,1129.0,1133.5,1145.5,1161.6,1219.1499999999996,1449.2199999999993,1607.0,5157.116734693896
test_45_16,test_runner,45,16,720,50.0,1735.48,88.84732145997562,1698.0,1710.25,1717.5,1725.75,1751.3,1761.0,2104.459999999999,2323.0,7893.8465306122425
test_45_16,enforcer,45,16,720,50.0,1710.1118,85.37436987403042,1675.39,1686.35,1691.05,1701.87,1727.101,1734.568,2067.5214999999994,2272.17,7288.783031387762
test_45_16,asmeta,45,16,720,50.0,1616.3,71.15382875811233,1589.0,1596.0,1602.0,1610.25,1625.4,1639.2,1913.9899999999993,2085.0,5062.867346938778
test_45_18,test_runner,45,18,810,50.0,2556.7,128.3638403531309,2489.0,2524.0,2534.5,2548.25,2570.1,2592.3,3088.4799999999987,3406.0,16477.275510204105
test_45_18,enforcer,45,18,810,50.0,2530.9167999999995,124.28870675280886,2465.07,2499.4175,2508.575,2523.685,2542.859,2565.1655,3047.5752999999986,3351.88,15447.682626285701
test_45_18,asmeta,45,18,810,50.0,2419.18,107.52421464346472,2364.0,2391.25,2400.0,2413.25,2429.4,2444.25,2865.3999999999987,3130.0,11561.456734693857
test_45_2,test_runner,45,2,90,50.0,68.54,23.408711094420397,52.0,57.0,62.0,72.0,86.5,97.74999999999999,154.5299999999998,205.0,547.9677551020403
test_45_2,enforcer,45,2,90,50.0,45.8828,19.42778244616483,33.95,36.6025,38.685,43.29,63.24300000000001,73.503,116.97769999999986,151.9,377.43873077551035
test_45_2,asmeta,45,2,90,50.0,18.12,9.492510474160179,13.0,13.0,14.0,17.0,28.0,31.64999999999999,51.33999999999993,68.0,90.1077551020408
test_45_20,test_runner,45,20,900,50.0,3270.28,126.88224333400392,3195.0,3218.75,3249.5,3281.0,3302.0,3313.65,3752.2599999999984,4108.0,16099.103673469397
test_45_20,enforcer,45,20,900,50.0,3243.6076000000003,122.9160343994623,3170.09,3194.8849999999998,3222.505,3255.2325,3274.5449999999996,3287.1895,3712.1368999999986,4053.76,15108.351512489764
test_45_20,asmeta,45,20,900,50.0,3111.96,108.20557909340337,3047.0,3070.25,3093.0,3124.0,3139.9,3150.0,3513.8899999999985,3827.0,11708.447346938758
test_45_4,test_runner,45,4,180,50.0,116.28,35.8745205471766,98.0,103.0,106.0,114.0,127.70000000000002,171.84999999999997,259.90999999999974,329.0,1286.9812244897957
test_45_4,enforcer,45,4,180,50.0,94.03559999999999,32.3330341064771,77.51,81.3125,84.175,92.02499999999999,105.09200000000001,149.51799999999997,223.76389999999975,279.08,1045.4250945306128
test_45_4,asmeta,45,4,180,50.0,60.44,21.690927286093885,50.0,52.0,53.5,57.75,66.00000000000003,99.29999999999998,149.0899999999999,178.0,470.49632653061207
test_45_6,test_runner,45,6,270,50.0,208.0,62.37804427972446,182.0,187.0,190.0,196.0,221.40000000000003,299.29999999999984,488.14,495.0,3891.0204081632696
test_45_6,enforcer,45,6,270,50.0,179.2748,44.71935047719322,161.32,164.4675,166.535,173.5075,189.586,227.5799999999999,376.19439999999975,441.58,1999.8203071020396
test_45_6,asmeta,45,6,270,50.0,139.8,34.46678377327177,126.0,129.0,131.0,135.0,147.0,179.7499999999999,292.4099999999998,337.0,1187.9591836734687
test_45_8,test_runner,45,8,360,50.0,349.84,56.51236454917433,322.0,330.25,334.5,341.75,373.70000000000005,410.29999999999995,583.8499999999996,699.0,3193.647346938776
test_45_8,enforcer,45,8,360,50.0,324.5468,52.90606587034753,301.49,306.5425,310.35,314.605,336.863,384.3164999999999,545.8557999999996,651.0,2799.051805877554
test_45_8,asmeta,45,8,360,50.0,276.12,42.082348813162184,260.0,263.0,265.0,268.75,283.8,319.99999999999994,451.3099999999996,540.0,1770.9240816326528
test_50_10,test_runner,50,10,500,50.0,765.62,72.93550127982104,736.0,744.0,750.0,754.5,785.5,819.4499999999999,1076.6299999999994,1230.0,5319.587346938772
test_50_10,enforcer,50,10,500,50.0,741.3436,68.93977604742697,714.95,721.3825,725.8399999999999,729.5799999999999,761.166,795.3349999999999,1036.5382999999995,1177.33,4752.692721469377
test_50_10,asmeta,50,10,500,50.0,681.62,56.18224354541139,661.0,665.0,668.5,672.5,697.3,725.9,921.8699999999995,1038.0,3156.444489795913
test_50_12,test_runner,50,12,600,50.0,1138.96,86.1491255715036,1097.0,1109.0,1122.0,1136.0,1145.4,1200.5,1502.7999999999993,1689.0,7421.671836734703
test_50_12,enforcer,50,12,600,50.0,1112.5916,81.66952971030287,1073.63,1084.36,1097.8000000000002,1108.825,1118.466,1158.0244999999998,1460.5368999999994,1634.09,6669.912083102016
test_50_12,asmeta,50,12,600,50.0,1040.6,67.70524351924303,1003.0,1018.0,1029.5,1038.0,1045.4,1075.05,1328.0199999999995,1476.0,4584.000000000009
test_50_14,test_runner,50,14,700,50.0,1613.78,95.92733006323705,1563.0,1585.0,1592.5,1614.25,1618.0,1676.35,2005.799999999999,2241.0,9202.052653061235
test_50_14,enforcer,50,14,700,50.0,1587.2186000000002,92.46338138960742,1536.82,1560.9250000000002,1567.88,1585.0575000000001,1594.9060000000002,1640.0264999999997,1967.2434999999991,2191.1,8549.476897999995
test_50_14,asmeta,50,14,700,50.0,1502.52,78.56421785094415,1461.0,1479.25,1486.0,1502.5,1509.2,1551.1999999999998,1820.5299999999993,2018.0,6172.336326530595
test_50_16,test_runner,50,16,800,50.0,2435.14,103.57310540514514,2360.0,2405.75,2420.0,2431.0,2454.3,2468.65,2853.3599999999988,3116.0,10727.388163265281
test_50_16,enforcer,50,16,800,50.0,2407.9572,99.53374681616936,2335.82,2380.7349999999997,2393.9300000000003,2405.0550000000003,2427.5769999999998,2439.1130000000003,2809.388399999999,3061.66,9906.966755265248
test_50_16,asmeta,50,16,800,50.0,2308.06,84.70029033995971,2240.0,2286.0,2297.5,2308.0,2326.1,2332.85,2645.929999999999,2863.0,7174.139183673477
test_50_18,test_runner,50,18,900,50.0,3201.14,127.15955107097314,3143.0,3169.0,3182.5,3193.5,3214.9,3231.4,3670.1199999999985,4068.0,16169.551428571442
test_50_18,enforcer,50,18,900,50.0,3174.3062,123.20206034405594,3116.61,3141.095,3156.9300000000003,3166.72,3189.4049999999997,3205.9874999999997,3626.2768999999985,4013.96,15178.747673020402
test_50_18,asmeta,50,18,900,50.0,3054.76,108.6329825511533,3006.0,3027.5,3041.0,3049.0,3072.2,3074.55,3445.6699999999987,3797.0,11801.124897959195
test_50_2,test_runner,50,2,100,50.0,83.86,67.47063155513648,56.0,61.0,63.0,72.5,101.30000000000001,166.59999999999968,388.94999999999993,411.0,4552.28612244898
test_50_2,enforcer,50,2,100,50.0,48.89580000000001,19.873296008586443,37.58,39.7725,42.525000000000006,46.3625,67.191,73.80299999999998,122.83159999999982,164.07,394.9478942448981
test_50_2,asmeta,50,2,100,50.0,20.92,10.111298994043187,15.0,16.0,17.0,21.0,29.200000000000003,32.099999999999994,58.90999999999992,79.0,102.23836734693879
test_50_20,test_runner,50,20,1000,50.0,4271.96,134.15083804038935,4202.0,4235.0,4246.0,4265.75,4304.6,4318.85,4775.729999999999,5179.0,17996.447346938636
test_50_20,enforcer,50,20,1000,50.0,4244.883400000001,130.25748545390977,4174.18,4209.0,4219.264999999999,4239.95,4275.182000000001,4290.5685,4734.708299999998,5124.42,16967.012516775547
test_50_20,asmeta,50,20,1000,50.0,4107.32,114.10565100746207,4042.0,4076.25,4085.5,4106.0,4132.9,4145.1,4529.629999999998,4879.0,13020.099591836697
test_50_4,test_runner,50,4,200,50.0,132.84,39.350004538028436,112.0,118.0,121.0,126.75,145.10000000000002,193.3499999999999,290.0299999999997,365.0,1548.4228571428594
test_50_4,enforcer,50,4,200,50.0,109.79019999999998,35.134948267431696,92.97,95.815,97.78999999999999,105.9925,121.22200000000002,165.90949999999992,250.87249999999977,312.49,1234.4645897551025
test_50_4,asmeta,50,4,200,50.0,75.6,23.708260852560677,64.0,66.0,67.5,71.75,85.90000000000003,117.64999999999993,169.26999999999984,207.0,562.0816326530611
test_50_6,test_runner,50,6,300,50.0,243.34,50.75817416828503,219.0,226.25,231.5,235.75,261.5,287.29999999999995,455.2199999999996,564.0,2576.392244897962
test_50_6,enforcer,50,6,300,50.0,219.40279999999998,47.3154678958592,198.98,203.97,206.62,212.70250000000001,237.655,264.41849999999994,418.45179999999965,514.09,2238.753502204081
test_50_6,asmeta,50,6,300,50.0,177.14,36.58705581296785,162.0,166.0,167.5,171.5,190.2,213.0499999999999,331.4799999999997,404.0,1338.6126530612246
test_50_8,test_runner,50,8,400,50.0,496.04,64.76234733742331,467.0,477.25,480.0,486.0,510.6,552.4,768.3099999999995,906.0,4194.161632653065
test_50_8,enforcer,50,8,400,50.0,471.6754,60.866537913633906,446.43,454.0875,456.075,460.52750000000003,488.38,525.0939999999999,728.9923999999994,854.55,3704.7354375918335
test_50_8,asmeta,50,8,400,50.0,420.42,49.21966174244615,400.0,406.25,409.0,411.0,431.70000000000005,454.55,628.6699999999996,735.0,2422.5751020408134
test_55_10,test_runner,55,10,550,50.0,947.5,75.26992244243245,919.0,928.0,931.5,938.75,949.2,988.1999999999998,1262.1299999999992,1440.0,5665.561224489796
test_55_10,enforcer,55,10,550,50.0,922.5038000000001,71.29522925018712,894.2,902.615,908.12,915.0825,922.779,964.0704999999998,1222.7990999999993,1386.17,5083.009713836743
test_55_10,asmeta,55,10,550,50.0,858.28,57.89717838812287,837.0,843.0,846.0,852.0,857.1,888.8499999999999,1100.3099999999995,1238.0,3352.0832653061198
test_55_12,test_runner,55,12,660,50.0,1388.0,95.66864583508207,1354.0,1362.25,1369.5,1377.75,1388.7,1431.1999999999998,1776.589999999999,2026.0,9152.489795918355
test_55_12,enforcer,55,12,660,50.0,1362.6960000000001,90.93432795154975,1329.84,1337.85,1345.5700000000002,1353.045,1364.595,1403.9115,1732.580899999999,1968.56,8269.052000000003
test_55_12,asmeta,55,12,660,50.0,1286.66,75.97169451412108,1260.0,1267.0,1273.5,1279.0,1288.3,1316.1,1591.1999999999991,1797.0,5771.698367346937
test_55_14,test_runner,55,14,770,50.0,2196.3,104.91711986523615,2127.0,2149.25,2183.0,2217.5,2229.0,2241.55,2619.8399999999992,2857.0,11007.602040816337
test_55_14,enforcer,55,14,770,50.0,2170.8702000000003,101.03751757194969,2099.21,2124.8025000000002,2158.54,2190.59,2201.983,2216.416,2578.6538999999993,2803.51,10208.57995710209
test_55_14,asmeta,55,14,770,50.0,2080.8,86.8667757816179,2016.0,2038.5,2072.0,2102.75,2107.7,2125.3,2428.3499999999995,2617.0,7545.836734693859
test_55_16,test_runner,55,16,880,50.0,3095.52,104.00279431096932,3044.0,3066.0,3077.0,3086.75,3114.3,3150.75,3518.339999999999,3780.0,10816.58122448981
test_55_16,enforcer,55,16,880,50.0,3068.9762,99.83078425648725,3018.71,3040.2925,3051.795,3061.1324999999997,3086.114,3124.2904999999996,3475.316699999999,3724.81,9966.185485265318
test_55_16,asmeta,55,16,880,50.0,2962.2,85.13854255606815,2918.0,2936.25,2945.0,2958.5,2978.8,3003.15,3307.869999999999,3522.0,7248.57142857139
test_55_18,test_runner,55,18,990,50.0,4136.06,115.52443155330518,4084.0,4107.25,4114.5,4128.75,4143.1,4175.2,4594.989999999999,4913.0,13345.894285714303
test_55_18,enforcer,55,18,990,50.0,4108.649,111.13178571830278,4055.5,4079.31,4087.805,4102.51,4117.304,4148.2515,4551.066199999998,4854.19,12350.273796938707
test_55_18,asmeta,55,18,990,50.0,3986.06,95.23749261714106,3939.0,3959.25,3968.5,3981.25,3998.3,4019.55,4354.579999999999,4628.0,9070.179999999937
test_55_2,test_runner,55,2,110,50.0,76.14,24.545675873392298,60.0,66.0,69.0,73.0,101.1,105.29999999999998,167.0999999999998,221.0,602.4902040816328
test_55_2,enforcer,55,2,110,50.0,53.918,20.793084211352774,41.31,44.45,47.235,50.685,77.218,83.26449999999998,129.97279999999984,169.8,432.35235102040826
test_55_2,asmeta,55,2,110,50.0,25.06,11.312644181063371,19.0,20.0,21.0,24.0,36.2,39.55,66.43999999999991,88.0,127.97591836734684
test_55_20,test_runner,55,20,1100,50.0,5330.0,149.38677372266028,5244.0,5278.25,5288.5,5313.5,5404.0,5453.7,5897.919999999998,6286.0,22316.408163265296
test_55_20,enforcer,55,20,1100,50.0,5302.215999999999,145.5668345412764,5219.06,5250.86,5260.245,5287.7474999999995,5375.981000000001,5426.4365,5856.413999999999,6229.99,21189.703318367374
test_55_20,asmeta,55,20,1100,50.0,5156.44,129.12707868212456,5078.0,5110.0,5117.0,5143.75,5225.0,5283.7,5648.049999999998,5969.0,16673.802448979593
test_55_4,test_runner,55,4,220,50.0,149.64,41.524401481145354,130.0,135.0,139.0,145.5,157.8,200.19999999999982,331.5299999999998,382.0,1724.2759183673452
test_55_4,enforcer,55,4,220,50.0,126.56459999999998,37.05635797219237,109.09,112.73,115.37,120.605,137.894,177.49299999999982,287.81109999999984,324.37,1373.173666163265
test_55_4,asmeta,55,4,220,50.0,91.06,26.761539567072752,78.0,81.0,83.0,87.0,99.1,132.9999999999999,207.84999999999994,225.0,716.1799999999997
test_55_6,test_runner,55,6,330,50.0,296.5,55.61832395158697,272.0,278.0,282.0,284.0,318.3,358.34999999999997,538.2499999999997,624.0,3093.397959183673
test_55_6,enforcer,55,6,330,50.0,272.724,51.30862830728873,250.95,255.06,258.16499999999996,262.1825,296.84100000000007,330.48199999999997,495.4105999999997,571.88,2632.5753387755076
test_55_6,asmeta,55,6,330,50.0,228.7,40.010840367815014,211.0,215.0,218.0,221.0,241.90000000000003,272.4,402.68999999999977,461.0,1600.8673469387754
test_55_8,test_runner,55,8,440,50.0,591.02,68.47984658098396,560.0,572.0,573.5,582.75,599.2,664.3999999999997,873.5499999999994,1023.0,4689.489387755103
test_55_8,enforcer,55,8,440,50.0,566.8146,64.67074104876112,536.81,547.745,551.19,558.625,572.558,637.3229999999998,835.1313999999994,971.91,4182.304747795917
test_55_8,asmeta,55,8,440,50.0,512.86,52.26736992793568,489.0,497.0,501.0,506.0,517.1,568.7999999999997,727.8299999999995,842.0,2731.877959183671
test_60_10,test_runner,60,10,600,50.0,1117.3,87.93904428752955,1080.0,1091.0,1095.5,1107.75,1119.4,1200.3499999999997,1496.8099999999993,1659.0,7733.275510204089
test_60_10,enforcer,60,10,600,50.0,1092.0926,82.79481204317884,1058.68,1066.275,1071.6,1082.6799999999998,1097.174,1171.4904999999997,1451.1845999999996,1598.41,6854.980901265309
test_60_10,asmeta,60,10,600,50.0,1025.22,67.85437287579443,997.0,1004.25,1008.5,1017.75,1028.0,1089.2999999999997,1317.5199999999995,1441.0,4604.215918367357
test_60_12,test_runner,60,12,720,50.0,1695.84,88.66570098190304,1655.0,1669.0,1675.0,1692.75,1714.0,1739.1999999999998,2064.2599999999993,2273.0,7861.606530612252
test_60_12,enforcer,60,12,720,50.0,1669.7086,83.77314532469121,1629.92,1644.6574999999998,1649.685,1666.7725,1685.191,1713.2824999999998,2018.6292999999991,2213.37,7017.939877591836
test_60_12,asmeta,60,12,720,50.0,1590.18,70.32452180674204,1558.0,1568.0,1575.0,1586.75,1602.2,1624.6999999999998,1879.9699999999993,2050.0,4945.538367346942
test_60_14,test_runner,60,14,840,50.0,2820.02,86.97254786214242,2768.0,2795.0,2807.5,2818.0,2834.1,2841.65,3150.709999999999,3406.0,7564.224081632622
test_60_14,enforcer,60,14,840,50.0,2793.2304000000004,82.07390967180936,2740.46,2768.99,2782.02,2792.3624999999997,2809.2140000000004,2813.299,3106.572699999999,3344.6,6736.126648816337
test_60_14,asmeta,60,14,840,50.0,2698.02,67.52157327212434,2650.0,2679.0,2688.5,2700.0,2709.1,2717.65,2948.649999999999,3152.0,4559.16285714286
test_60_16,test_runner,60,16,960,50.0,3782.5,98.44054457552808,3727.0,3744.25,3762.5,3780.0,3825.3,3832.95,4153.619999999999,4429.0,9690.540816326593
test_60_16,enforcer,60,16,960,50.0,3755.5535999999993,94.57866119861522,3700.91,3718.4575,3735.875,3754.7325,3796.202,3805.9295,4112.425999999999,4374.87,8945.123154122468
test_60_16,asmeta,60,16,960,50.0,3645.42,81.78196248412665,3595.0,3614.25,3626.5,3643.75,3686.2,3690.0,3946.269999999999,4180.0,6688.289387755118
test_60_18,test_runner,60,18,1080,50.0,5100.96,135.3263568457485,5003.0,5043.25,5060.5,5118.25,5196.2,5224.55,5612.359999999999,5924.0,18313.22285714286
test_60_18,enforcer,60,18,1080,50.0,5072.971200000001,131.21066212649586,4977.28,5016.41,5034.719999999999,5092.5675,5168.177000000001,5191.6865,5570.112799999999,5865.23,17216.237855673488
test_60_18,asmeta,60,18,1080,50.0,4941.82,114.14074555529402,4855.0,4889.25,4907.5,4966.5,5044.3,5062.6,5374.289999999999,5609.0,13028.109795918306
test_60_2,test_runner,60,2,120,50.0,86.66,27.96251864513626,71.0,75.0,78.0,83.0,114.5,124.19999999999999,191.21999999999974,251.0,781.9024489795917
test_60_2,enforcer,60,2,120,50.0,62.87080000000001,24.497431088977137,48.19,51.8775,55.015,59.4625,90.108,98.43499999999997,153.5297999999998,201.05,600.1241299591841
test_60_2,asmeta,60,2,120,50.0,30.62,14.28841403061249,23.0,24.0,25.0,28.75,47.300000000000004,51.55,83.02999999999989,109.0,204.15877551020412
